#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         626    -6.69592    -6.63151   0.0142232
         627    -6.69663    -6.63161   0.0142009
         628    -6.69638    -6.63172   0.0141786
         629    -6.69679    -6.63182   0.0141565
         630    -6.69721    -6.63192   0.0141344
         631    -6.69764    -6.63203   0.0141124
         632    -6.69874    -6.63213   0.0140904
         633    -6.69952    -6.63224   0.0140686
         634    -6.70033    -6.63235   0.0140468
         635    -6.70082    -6.63246   0.0140251
         636    -6.70133    -6.63256   0.0140034
         637    -6.70186    -6.63267   0.0139819
         638    -6.70208    -6.63278   0.0139604
         639    -6.70265    -6.63289    0.013939
         640    -6.70355      -6.633   0.0139176
         641    -6.70383    -6.63311   0.0138964
         642    -6.70444    -6.63322   0.0138752
         643    -6.70475    -6.63333    0.013854
         644    -6.70573    -6.63345    0.013833
         645    -6.70673    -6.63356    0.013812
         646    -6.70742    -6.63367   0.0137911
         647    -6.70878    -6.63379   0.0137702
         648    -6.70918    -6.63391   0.0137495
         649    -6.70961    -6.63402   0.0137288
         650    -6.71037    -6.63414   0.0137082
         651    -6.71083    -6.63426   0.0136876
         652     -6.7113    -6.63438   0.0136671
         653    -6.71276     -6.6345   0.0136467
         654    -6.71391    -6.63462   0.0136264
         655    -6.71508    -6.63474   0.0136062
         656    -6.71594    -6.63487    0.013586
         657    -6.71648    -6.63499   0.0135659
