#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         630    -620.599    -912.198      28.288
         631    -620.785    -911.736     28.2469
         632    -620.641    -911.275      28.206
         633    -620.753    -910.816     28.1652
         634    -620.633    -910.359     28.1245
         635    -620.573    -909.902     28.0839
         636    -620.477    -909.447     28.0434
         637    -620.344    -908.993     28.0031
         638    -620.078    -908.541     27.9628
         639    -619.873    -908.089     27.9227
         640    -619.731    -907.638     27.8827
         641    -619.455    -907.189     27.8428
         642    -619.144     -906.74     27.8031
         643    -618.896    -906.292     27.7635
         644    -618.517    -905.846     27.7239
         645    -618.103    -905.399     27.6845
         646    -617.754    -904.954     27.6453
         647    -617.176    -904.509     27.6061
         648    -616.664    -904.065     27.5671
         649    -615.923    -903.621     27.5282
         650    -615.346    -903.178     27.4894
         651    -614.932    -902.735     27.4508
         652    -614.193    -902.292     27.4122
         653    -613.522     -901.85     27.3738
         654    -613.014    -901.409     27.3355
         655    -612.379    -900.967     27.2973
         656    -611.616    -900.526     27.2593
         657    -610.824    -900.085     27.2214
         658      -610.1    -899.645     27.1836
         659    -609.348    -899.204     27.1459
         660     -608.47    -898.764     27.1083
         661    -607.661    -898.323     27.0709
         662     -606.63    -897.882     27.0336
         663    -605.669    -897.442     26.9964
         664    -604.682    -897.001     26.9593
         665    -603.765     -896.56     26.9224
         666    -602.823    -896.119     26.8856
         667    -601.757    -895.678     26.8489
         668    -600.667    -895.236     26.8124
         669    -599.455    -894.794     26.7759
         670    -598.024    -894.351     26.7396
         671    -596.862    -893.907     26.7034
         672    -595.677    -893.464     26.6674
         673    -594.371    -893.019     26.6315
         674    -593.141    -892.574     26.5957
         675    -591.791    -892.129       26.56
         676    -590.615    -891.683     26.5245
         677    -589.417    -891.236      26.489
         678    -588.102    -890.789     26.4537
         679    -586.767    -890.341     26.4186
         680    -585.411    -889.893     26.3835
         681    -584.037    -889.444     26.3486
         682    -582.546    -888.994     26.3138
         683    -581.232    -888.543     26.2791
         684    -579.609    -888.092     26.2446
         685    -578.163    -887.639     26.2102
         686    -576.798    -887.186     26.1759
         687    -575.222    -886.732     26.1417
         688    -573.825    -886.277     26.1077
         689    -572.316    -885.821     26.0738
         690    -570.792    -885.365       26.04
         691    -569.352    -884.908     26.0063
         692    -567.801    -884.449     25.9728
         693    -565.946     -883.99     25.9394
         694    -564.468    -883.529     25.9061
         695    -562.978    -883.068     25.8729
         696    -561.283    -882.606     25.8399
         697    -559.772    -882.143     25.8069
         698    -558.252    -881.679     25.7741
         699    -556.722    -881.214     25.7415
         700    -555.087    -880.748     25.7089
         701    -553.541    -880.281     25.6765
         702     -551.89    -879.813     25.6441
         703    -550.232    -879.344      25.612
         704    -548.569    -878.874     25.5799
         705    -546.803    -878.403     25.5479
         706    -545.033    -877.931     25.5161
         707    -543.454    -877.458     25.4844
         708     -541.97    -876.984     25.4528
         709    -540.386     -876.51     25.4213
         710    -538.703    -876.034       25.39
         711    -537.019    -875.557     25.3588
         712    -535.335    -875.079     25.3276
         713     -533.75      -874.6     25.2966
         714    -532.069    -874.121     25.2658
         715    -530.487     -873.64      25.235
         716    -529.005    -873.159     25.2043
         717    -527.235    -872.676     25.1738
         718     -525.47    -872.193     25.1434
         719    -523.612    -871.708     25.1131
         720    -521.955    -871.222     25.0829
         721    -520.208    -870.735     25.0528
         722    -518.274    -870.247     25.0229
         723    -516.543    -869.758     24.9931
         724    -514.918    -869.268     24.9634
         725    -513.304    -868.777     24.9338
         726    -511.699    -868.285     24.9043
         727    -510.106    -867.792     24.8749
         728    -508.525    -867.299     24.8456
         729    -507.053    -866.805     24.8164
         730    -505.497     -866.31     24.7874
         731    -503.956    -865.814     24.7584
